Date,UnderlyingPrice,NetLiq,RealizedCapital,NumPositions,TotNumContracts,BuyingPower,TotalDelta
1991-01-21 00:00:00,331.06,999656.8598950000000069593398,999656.8598950000000069593398,0,0,0,0
1991-01-22 00:00:00,328.31,999142.4148100000000063403150,999142.4148100000000063403150,0,0,0,0
1991-01-23 00:00:00,330.21,998627.8056324999999968650145,998627.8056324999999968650145,0,0,0,0
1991-01-24 00:00:00,334.78,998112.6663099999999875233671,998112.6663099999999875233671,0,0,0,0
1991-01-25 00:00:00,336.07,997769.1896049999999729340773,997769.1896049999999729340773,0,0,0,0
1991-01-28 00:00:00,336.03,997425.7549749999999775251782,997425.7549749999999775251782,0,0,0,0
1991-01-29 00:00:00,335.84,997082.3203449999999821162791,997082.3203449999999821162791,0,0,0,0
1991-01-30 00:00:00,340.91,996566.6130099999999556459332,996566.6130099999999556459332,0,0,0,0
1991-01-31 00:00:00,343.93,996222.6482349999999383882712,996222.6482349999999383882712,0,0,0,0
1991-02-01 00:00:00,343.05,995706.8146749999999203240012,995706.8146749999999203240012,0,0,0,0
1991-02-04 00:00:00,348.34,995190.4131024999999290958645,995190.4131024999999290958645,0,0,0,0
1991-02-05 00:00:00,351.26,994673.6454774999999248752407,994673.6454774999999248752407,0,0,0,0
1991-02-06 00:00:00,358.07,994156.2214824999999072119298,994156.2214824999999072119298,0,0,0,0
1991-02-07 00:00:00,356.52,993638.9237124999999251073750,993638.9237124999999251073750,0,0,0,0
1991-02-08 00:00:00,359.35,993121.3356249999999425526202,993121.3356249999999425526202,0,0,0,0
1991-03-05 00:00:00,376.72,992607.2638849999999193229886,992607.2638849999999193229886,0,0,0,0
1991-03-06 00:00:00,376.17,992093.2796099999998924445780,992093.2796099999998924445780,0,0,0,0
1991-03-07 00:00:00,375.91,991579.3078299999998930225335,991579.3078299999998930225335,0,0,0,0
1991-03-08 00:00:00,374.95,991065.3860299999998728637256,991065.3860299999998728637256,0,0,0,0
1991-03-11 00:00:00,372.99,990037.8672999999998500797464,990037.8672999999998500797464,0,0,0,0
1991-03-12 00:00:00,370.03,989011.0232999999998737550304,989011.0232999999998737550304,0,0,0,0
1991-03-13 00:00:00,374.57,987983.1796999999998334374145,987983.1796999999998334374145,0,0,0,0
1991-03-14 00:00:00,373.5,986955.6359799999998427821883,986955.6359799999998427821883,0,0,0,0
1991-03-15 00:00:00,373.59,985933.2975362499998350784839,985933.2975362499998350784839,0,0,0,0
1991-04-11 00:00:00,377.63,985419.0383712499998352107870,985419.0383712499998352107870,0,0,0,0
1991-04-12 00:00:00,380.4,984904.5917812499998151842822,984904.5917812499998151842822,0,0,0,0
1991-04-29 00:00:00,373.66,984395.7179612499998113683834,984395.7179612499998113683834,0,0,0,0
