Date,UnderlyingPrice,NetLiq,RealizedCapital,NumPositions,TotNumContracts,BuyingPower,TotalDelta
1990-01-03 00:00:00,358.76,199837.4033000000000043883119,199967.6033000000000043883119,1,21,19491.1500,-5.289269999999999
1990-01-04 00:00:00,355.66,199408.1066000000000087766238,199935.2066000000000087766238,2,42,38585.400,-12.230568000000002
1990-01-05 00:00:00,352.2,197016.3599000000000131649357,199902.8099000000000131649357,3,63,55518.7500,-22.418109
1990-01-08 00:00:00,353.79,199180.4099000000000131649357,199902.8099000000000131649357,3,63,57682.800,-19.8324
1990-01-09 00:00:00,349.62,193463.1238000000000113232089,199836.4738000000000113232089,4,106,71783.9000,-39.730784
1990-01-10 00:00:00,347.31,194560.4738000000000113232089,199836.4738000000000113232089,4,106,72881.2500,-43.282070000000004
1990-01-11 00:00:00,348.53,196024.0738000000000113232089,199836.4738000000000113232089,4,106,74344.8500,-39.61936
1990-01-12 00:00:00,339.93,183682.7553600000000128267263,191108.7553600000000128267263,2,64,31618.7500,-38.316019000000004
1990-01-15 00:00:00,337.0,181711.6327600000000143387612,191050.1327600000000143387612,3,102,47756.2500,-53.817336
1990-01-16 00:00:00,340.75,186004.4327600000000143387612,191050.1327600000000143387612,3,102,52049.0500,-44.397854
1990-01-17 00:00:00,337.4,183439.9287600000000151345691,191019.2787600000000151345691,4,122,67515.4000,-57.54155300000001
1990-01-18 00:00:00,338.19,182642.0707600000000167261848,190957.5707600000000167261848,5,162,85031.2500,-64.802258
1990-01-19 00:00:00,339.15,184648.6729600000000172832503,190935.9729600000000172832503,6,176,93271.9500,-61.72652
1990-01-22 00:00:00,330.38,177469.0601900000000180311620,183685.6101900000000180311620,5,155,74050.0000,-78.416189
1990-01-23 00:00:00,331.61,171367.9861287500000198058720,174069.9861287500000198058720,5,118,71425.0000,-41.268995999999994
1990-01-24 00:00:00,330.25,170308.7299287500000200446144,174060.7299287500000200446144,6,124,84100.0000,-42.674456000000006
1990-01-25 00:00:00,326.08,167008.7299287500000200446144,174060.7299287500000200446144,6,124,80800.0000,-49.443088
1990-01-26 00:00:00,325.8,169325.9372287500000200844048,174059.1872287500000200844048,7,125,85387.5000,-50.869614
1990-01-29 00:00:00,325.2,168170.3372287500000200844048,174059.1872287500000200844048,7,125,84231.9000,-51.477548000000006
1990-01-30 00:00:00,322.98,166113.4372287500000200844048,174059.1872287500000200844048,7,125,82175.0000,-55.95563799999999
1990-01-31 00:00:00,329.08,170344.6872287500000200844048,174059.1872287500000200844048,7,125,86406.2500,-42.180185
1990-02-01 00:00:00,328.79,170757.1872287500000200844048,174059.1872287500000200844048,7,125,86818.7500,-41.642768000000004
1990-02-02 00:00:00,330.92,171291.8872287500000200844048,174059.1872287500000200844048,7,125,87353.4500,-37.937383999999994
1990-02-05 00:00:00,331.85,173347.3372287500000200844048,174059.1872287500000200844048,7,125,89408.9000,-34.71944900000001
1990-02-06 00:00:00,329.66,171541.8872287500000200844048,174059.1872287500000200844048,7,125,87603.4500,-38.93508
1990-02-07 00:00:00,333.75,175654.3872287500000200844048,174059.1872287500000200844048,7,125,91715.9500,-30.974692
1990-02-08 00:00:00,332.96,174498.1372287500000200844048,174059.1872287500000200844048,7,125,90559.7000,-30.408626
1990-02-09 00:00:00,333.62,175685.6372287500000200844048,174059.1872287500000200844048,7,125,91747.2000,-29.200452000000006
1990-02-12 00:00:00,330.08,173441.7372287500000200844048,174059.1872287500000200844048,7,125,89503.3000,-32.49417
1990-02-13 00:00:00,331.02,175808.8372287500000200844048,174059.1872287500000200844048,7,125,91870.4000,-30.150601999999996
1990-02-14 00:00:00,332.01,175482.1872287500000200844048,174059.1872287500000200844048,7,125,91543.7500,-27.724355000000003
1990-02-15 00:00:00,334.89,179083.1872287500000200844048,174059.1872287500000200844048,7,125,95144.7500,-22.226728
1990-02-16 00:00:00,332.72,179017.3872287500000200844048,174059.1872287500000200844048,7,125,95078.9500,-22.267954999999997
1990-02-20 00:00:00,327.99,175148.6372287500000200844048,174059.1872287500000200844048,7,125,91210.2000,-30.344794
1990-02-21 00:00:00,327.67,176919.6872287500000200844048,174059.1872287500000200844048,7,125,92981.2500,-28.462448
1990-02-22 00:00:00,325.7,175072.3372287500000200844048,174059.1872287500000200844048,7,125,91133.9000,-31.384456999999998
